epoch,categorical_accuracy,learning_rate,loss,top_3_categorical_accuracy,val_categorical_accuracy,val_loss,val_top_3_categorical_accuracy,val_w_categorical_accuracy,val_w_top_3_categorical_accuracy,w_categorical_accuracy,w_top_3_categorical_accuracy
0,0.7762417793273926,9.999999747378752e-05,1.8938484191894531,0.8671784400939941,0.8609011173248291,0.932083249092102,0.8906285166740417,0.8609011173248291,0.8906285166740417,0.599519670009613,0.7248631119728088
1,0.8481045365333557,9.999999747378752e-05,1.0942364931106567,0.9118216633796692,0.8748274445533752,0.8039884567260742,0.9062442183494568,0.8748274445533752,0.9062442183494568,0.741108238697052,0.8650898933410645
2,0.8602865934371948,9.999999747378752e-05,0.9279096722602844,0.9230047464370728,0.8723141551017761,0.758417010307312,0.9076656699180603,0.8723141551017761,0.9076656699180603,0.774772584438324,0.8967323899269104
3,0.8472551703453064,9.999999747378752e-05,0.8944674134254456,0.919914722442627,0.8524134159088135,0.9958438873291016,0.8852104544639587,0.8524134159088135,0.8852104544639587,0.7670255899429321,0.8916868567466736
4,0.8235584497451782,9.999999747378752e-05,0.946056604385376,0.9107539653778076,0.8840155601501465,0.7245028018951416,0.9081189036369324,0.8840155601501465,0.9081189036369324,0.7494634389877319,0.893476665019989
5,0.833030641078949,9.999999747378752e-05,0.9126083850860596,0.9052978754043579,0.7486042976379395,1.1008628606796265,0.9016913771629333,0.7486042976379395,0.9016913771629333,0.7494008541107178,0.8869643807411194
6,0.7865026593208313,9.999999747378752e-05,1.183675765991211,0.8689499497413635,0.8125914335250854,1.0201735496520996,0.8985188007354736,0.8125914335250854,0.8985188007354736,0.6804701685905457,0.8332074880599976
7,0.7928444743156433,9.999999747378752e-05,1.002440094947815,0.8835546374320984,0.7136235237121582,1.2570748329162598,0.8708720207214355,0.7136235237121582,0.8708720207214355,0.7142104506492615,0.8696790933609009
8,0.9066326022148132,4.999999873689376e-05,0.6349806785583496,0.9480361938476562,0.8924208283424377,0.5898728966712952,0.9268659353256226,0.8924208283424377,0.9268659353256226,0.8161816000938416,0.9302970170974731
9,0.924913763999939,4.999999873689376e-05,0.4839431047439575,0.9610311985015869,0.8966853022575378,0.590579092502594,0.9305535554885864,0.8966853022575378,0.9305535554885864,0.8510565757751465,0.9573236107826233
10,0.9252737164497375,4.999999873689376e-05,0.4537884593009949,0.9623132944107056,0.886673092842102,0.6158135533332825,0.9198615550994873,0.886673092842102,0.9198615550994873,0.8645163774490356,0.9532797932624817
11,0.9349319934844971,4.999999873689376e-05,0.368298202753067,0.968299150466919,0.7020044922828674,1.040533185005188,0.9176572561264038,0.7020044922828674,0.9176572561264038,0.8749340176582336,0.9672389030456543
12,0.9440685510635376,2.499999936844688e-05,0.308250367641449,0.9733790755271912,0.9111472964286804,0.5232775807380676,0.9414721727371216,0.9111472964286804,0.9414721727371216,0.8935022950172424,0.9751206636428833
13,0.9541191458702087,2.499999936844688e-05,0.2608214020729065,0.9793527722358704,0.9179456830024719,0.5022221207618713,0.9430378675460815,0.9179456830024719,0.9430378675460815,0.9130938053131104,0.9785717725753784
14,0.96332848072052,2.499999936844688e-05,0.22947783768177032,0.9846106767654419,0.9226633310317993,0.49930861592292786,0.9464988112449646,0.9226633310317993,0.9464988112449646,0.9175267815589905,0.9829109311103821
15,0.9657187461853027,2.499999936844688e-05,0.22191451489925385,0.9851000308990479,0.9230135083198547,0.4960176944732666,0.9441297054290771,0.9230135083198547,0.9441297054290771,0.9178526401519775,0.9845468997955322
16,0.9676439762115479,2.499999936844688e-05,0.21483661234378815,0.9862325191497803,0.9209533929824829,0.5006131529808044,0.9462104439735413,0.9209533929824829,0.9462104439735413,0.9169253706932068,0.9835311770439148
17,0.9667218327522278,2.499999936844688e-05,0.22646066546440125,0.9854640364646912,0.9271543622016907,0.4830404222011566,0.9449331760406494,0.9271543622016907,0.9449331760406494,0.9196612238883972,0.9838680028915405
18,0.9710251688957214,2.499999936844688e-05,0.19086819887161255,0.9879271388053894,0.9289878606796265,0.46310609579086304,0.9504748582839966,0.9289878606796265,0.9504748582839966,0.921438455581665,0.98542320728302
19,0.9727400541305542,2.499999936844688e-05,0.19593581557273865,0.9892213940620422,0.9288642406463623,0.4641619324684143,0.9469108581542969,0.9288642406463623,0.9469108581542969,0.9210036993026733,0.9852701425552368
20,0.9712233543395996,2.499999936844688e-05,0.18707090616226196,0.9890515208244324,0.9292351007461548,0.45569759607315063,0.9496302008628845,0.9292351007461548,0.9496302008628845,0.9253466129302979,0.9856191873550415
21,0.9738077521324158,2.499999936844688e-05,0.1788964867591858,0.9899898767471313,0.9303681254386902,0.4848272204399109,0.9494242072105408,0.9303681254386902,0.9494242072105408,0.9284195303916931,0.9860862493515015
22,0.9678502082824707,2.499999936844688e-05,0.21414706110954285,0.9869726300239563,0.931810200214386,0.47926822304725647,0.9492387771606445,0.931810200214386,0.9492387771606445,0.9136283993721008,0.9828137755393982
23,0.9737228751182556,2.499999936844688e-05,0.1828460991382599,0.9904024004936218,0.9317483901977539,0.4631788730621338,0.9480026960372925,0.9317483901977539,0.9480026960372925,0.9219187498092651,0.9887198805809021
24,0.9757127165794373,1.249999968422344e-05,0.16417913138866425,0.9907785058021545,0.9306153655052185,0.47603073716163635,0.948764979839325,0.9306153655052185,0.948764979839325,0.9250804781913757,0.9896317720413208
25,0.9767521619796753,1.249999968422344e-05,0.15531714260578156,0.991389274597168,0.9330257177352905,0.45211076736450195,0.9493417739868164,0.9330257177352905,0.9493417739868164,0.9321673512458801,0.9896701574325562
