epoch,categorical_accuracy,learning_rate,loss,top_3_categorical_accuracy,val_categorical_accuracy,val_loss,val_top_3_categorical_accuracy,val_w_categorical_accuracy,val_w_top_3_categorical_accuracy,w_categorical_accuracy,w_top_3_categorical_accuracy
0,0.434622585773468,9.999999747378752e-05,2.9106478691101074,0.6254181265830994,0.392801970243454,1.923353910446167,0.7116045951843262,0.392801970243454,0.7116045951843262,0.245572030544281,0.4106391966342926
1,0.590113639831543,9.999999747378752e-05,2.1522111892700195,0.8004966378211975,0.6925691962242126,1.6083154678344727,0.8618899583816528,0.6925691962242126,0.8618899583816528,0.39099574089050293,0.6078815460205078
2,0.6549915075302124,9.999999747378752e-05,1.7574061155319214,0.8319790959358215,0.5539441108703613,1.9781227111816406,0.7438660264015198,0.5539441108703613,0.7438660264015198,0.4813986122608185,0.6982120871543884
3,0.7135640382766724,9.999999747378752e-05,1.607537031173706,0.8779165744781494,0.6938876509666443,1.3316681385040283,0.8705630302429199,0.6938876509666443,0.8705630302429199,0.5192630290985107,0.7350805997848511
4,0.7266480326652527,9.999999747378752e-05,1.4191821813583374,0.885140061378479,0.8677612543106079,1.1062698364257812,0.9143610596656799,0.8677612543106079,0.9143610596656799,0.566782534122467,0.7632317543029785
5,0.7785148024559021,9.999999747378752e-05,1.2345705032348633,0.9193161725997925,0.846459686756134,1.227397084236145,0.915432333946228,0.846459686756134,0.915432333946228,0.6161585450172424,0.8060628175735474
6,0.8189436793327332,9.999999747378752e-05,1.1396106481552124,0.9360765814781189,0.854844331741333,1.0445823669433594,0.9083661437034607,0.854844331741333,0.9083661437034607,0.6352470517158508,0.8330236673355103
7,0.8263329863548279,9.999999747378752e-05,1.0660549402236938,0.9458885788917542,0.5817350149154663,2.3663125038146973,0.6526029706001282,0.5817350149154663,0.6526029706001282,0.6762383580207825,0.8439675569534302
8,0.8677567839622498,9.999999747378752e-05,0.8914604783058167,0.9516721963882446,0.9104674458503723,0.7242741584777832,0.9400712847709656,0.9104674458503723,0.9400712847709656,0.7191251516342163,0.8800656199455261
9,0.8974677324295044,9.999999747378752e-05,0.7544756531715393,0.9692981839179993,0.9134340286254883,0.6339117884635925,0.9373931288719177,0.9134340286254883,0.9373931288719177,0.7732289433479309,0.9017983078956604
10,0.9004040360450745,9.999999747378752e-05,0.7248467803001404,0.9670615196228027,0.9085515141487122,0.7717754244804382,0.9276694059371948,0.9085515141487122,0.9276694059371948,0.7790893912315369,0.8991340398788452
11,0.917714536190033,9.999999747378752e-05,0.6133760213851929,0.9702728986740112,0.9171628355979919,0.6980522871017456,0.9387322068214417,0.9171628355979919,0.9387322068214417,0.8036623597145081,0.9274749159812927
12,0.9392676949501038,9.999999747378752e-05,0.5923532843589783,0.9737471342086792,0.9231371283531189,0.6751889586448669,0.9389588236808777,0.9231371283531189,0.9389588236808777,0.8010126948356628,0.9278302192687988
