epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.9068872332572937,9.999999747378752e-05,0.09178706258535385,0.9628525972366333,0.02409563586115837
1,0.9619970321655273,9.999999747378752e-05,0.023271964862942696,0.969842791557312,0.01516431663185358
2,0.968575656414032,9.999999747378752e-05,0.015404125675559044,0.9633873701095581,0.016910113394260406
3,0.9703766107559204,9.999999747378752e-05,0.013215923681855202,0.972440242767334,0.011919365264475346
4,0.9716071486473083,9.999999747378752e-05,0.012131618335843086,0.974483847618103,0.011100467294454575
5,0.9720525145530701,9.999999747378752e-05,0.011607506312429905,0.9736626148223877,0.010965176858007908
6,0.97268146276474,9.999999747378752e-05,0.011061555705964565,0.9732615351676941,0.010830588638782501
7,0.9729861617088318,9.999999747378752e-05,0.01090962067246437,0.9735289216041565,0.010969615541398525
8,0.9737909436225891,9.999999747378752e-05,0.010442063212394714,0.9746557474136353,0.010372420772910118
9,0.9737088680267334,9.999999747378752e-05,0.010256463661789894,0.9752478003501892,0.010166658088564873
10,0.9739041924476624,9.999999747378752e-05,0.010253608226776123,0.9758780598640442,0.009721923619508743
11,0.974306583404541,9.999999747378752e-05,0.009974491782486439,0.9766993522644043,0.009760987013578415
12,0.976115345954895,9.999999747378752e-05,0.008926885202527046,0.9767184257507324,0.009638167917728424
13,0.9765841364860535,9.999999747378752e-05,0.00844525545835495,0.9773104786872864,0.008322017267346382
14,0.9768927097320557,9.999999747378752e-05,0.008103224448859692,0.9772531986236572,0.008715116418898106
15,0.9766935110092163,9.999999747378752e-05,0.00801988784223795,0.9782081246376038,0.008183645084500313
16,0.9769747853279114,9.999999747378752e-05,0.007958072237670422,0.9783227443695068,0.008049949072301388
17,0.9770060181617737,9.999999747378752e-05,0.007964319549500942,0.9781508445739746,0.008064034394919872
18,0.9774552583694458,9.999999747378752e-05,0.007759307976812124,0.9782654643058777,0.00805160403251648
19,0.977263867855072,9.999999747378752e-05,0.007882154546678066,0.9785519242286682,0.008200572803616524
20,0.9772677421569824,9.999999747378752e-05,0.007814816199243069,0.9787238240242004,0.008065730333328247
21,0.9773107171058655,9.999999747378752e-05,0.007753732614219189,0.9775205850601196,0.008712798357009888
