epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.8426048755645752,9.999999747378752e-05,0.16833403706550598,0.9415191411972046,0.04596681147813797
1,0.9348386526107788,9.999999747378752e-05,0.05103683844208717,0.9577150344848633,0.02837487682700157
2,0.9496992230415344,9.999999747378752e-05,0.033724311739206314,0.9620504379272461,0.022472942247986794
3,0.956949770450592,9.999999747378752e-05,0.025785958394408226,0.9648007154464722,0.019749991595745087
4,0.9613563418388367,9.999999747378752e-05,0.021131794899702072,0.966576874256134,0.016708919778466225
5,0.963672935962677,9.999999747378752e-05,0.018821142613887787,0.9677801132202148,0.015455701388418674
6,0.9655207395553589,9.999999747378752e-05,0.017009619623422623,0.9687350988388062,0.014942923560738564
7,0.9663763046264648,9.999999747378752e-05,0.01618274860084057,0.9686204791069031,0.014709468930959702
8,0.9678412079811096,9.999999747378752e-05,0.014989243820309639,0.9705685973167419,0.01355710532516241
9,0.9671497941017151,9.999999747378752e-05,0.015066185966134071,0.9704539775848389,0.013249347917735577
10,0.9695093631744385,9.999999747378752e-05,0.01350258570164442,0.9710842370986938,0.012676751241087914
11,0.9695913791656494,9.999999747378752e-05,0.013327930122613907,0.9677801132202148,0.014761030673980713
12,0.9689428806304932,9.999999747378752e-05,0.01418977789580822,0.969174325466156,0.013149724341928959
13,0.9722204804420471,9.999999747378752e-05,0.011830431409180164,0.9746366143226624,0.01107320562005043
14,0.9673646092414856,9.999999747378752e-05,0.01484824437648058,0.9667487740516663,0.01621602475643158
15,0.9704117774963379,9.999999747378752e-05,0.012620598077774048,0.9712561368942261,0.013070926070213318
16,0.9725720882415771,9.999999747378752e-05,0.010917742736637592,0.9747512340545654,0.010370551608502865
17,0.9731541275978088,9.999999747378752e-05,0.010503694415092468,0.9730896353721619,0.010708821937441826
18,0.9729353785514832,9.999999747378752e-05,0.010435002855956554,0.9743119478225708,0.010242694057524204
19,0.9729705452919006,9.999999747378752e-05,0.010297457687556744,0.9747130274772644,0.010048538446426392
20,0.973087728023529,9.999999747378752e-05,0.010439186356961727,0.9740636944770813,0.01140991784632206
21,0.9657785892486572,9.999999747378752e-05,0.015821944922208786,0.9737008213996887,0.0107019804418087
22,0.9733846187591553,9.999999747378752e-05,0.01024717278778553,0.9749613404273987,0.009938196279108524
23,0.9748066067695618,4.999999873689376e-05,0.009291806258261204,0.9760881662368774,0.009567216970026493
24,0.9748847484588623,4.999999873689376e-05,0.00912909023463726,0.9745029211044312,0.009713453240692616
25,0.9748066067695618,4.999999873689376e-05,0.009261492639780045,0.9755915999412537,0.009774222038686275
26,0.9750840067863464,4.999999873689376e-05,0.009080519899725914,0.9760308861732483,0.009466585703194141
27,0.9756074547767639,4.999999873689376e-05,0.008719606325030327,0.9762218594551086,0.009507151320576668
28,0.9755722880363464,4.999999873689376e-05,0.008846334181725979,0.9767757058143616,0.009188355877995491
29,0.9754238724708557,4.999999873689376e-05,0.008858232758939266,0.9765083193778992,0.009474540129303932
30,0.9762012362480164,4.999999873689376e-05,0.008585883304476738,0.9765274524688721,0.009353842586278915
31,0.9755840301513672,4.999999873689376e-05,0.008799245581030846,0.9760308861732483,0.009166136384010315
32,0.9765411615371704,4.999999873689376e-05,0.00840618833899498,0.9765656590461731,0.009269507601857185
33,0.9764747023582458,4.999999873689376e-05,0.008391774259507656,0.9752860069274902,0.009419906884431839
34,0.97520512342453,4.999999873689376e-05,0.009181059896945953,0.9760117530822754,0.009476601146161556
35,0.9765723943710327,4.999999873689376e-05,0.008304860442876816,0.9769667387008667,0.009281229227781296
36,0.9766935110092163,4.999999873689376e-05,0.008267819881439209,0.9767948389053345,0.009103130549192429
37,0.9766114354133606,4.999999873689376e-05,0.008319673128426075,0.9765847325325012,0.009233905002474785
38,0.9765332937240601,4.999999873689376e-05,0.008343201130628586,0.9774441719055176,0.008939283899962902
39,0.9768341183662415,2.499999936844688e-05,0.008090444840490818,0.9772531986236572,0.008904778398573399
40,0.9770099520683289,2.499999936844688e-05,0.00797202717512846,0.9773677587509155,0.008812639862298965
41,0.977388858795166,2.499999936844688e-05,0.007840408012270927,0.9772914052009583,0.008741970174014568
42,0.9773107171058655,2.499999936844688e-05,0.007855496369302273,0.9773868918418884,0.00891723483800888
43,0.9769669771194458,2.499999936844688e-05,0.007966743782162666,0.9774059653282166,0.008782366290688515
44,0.9773615002632141,2.499999936844688e-05,0.007888390682637691,0.9775014519691467,0.00875792559236288
45,0.9776661992073059,1.249999968422344e-05,0.007702648174017668,0.977787971496582,0.008708382956683636
46,0.9777560830116272,1.249999968422344e-05,0.007661741226911545,0.9775778651237488,0.008701132610440254
47,0.9777365326881409,1.249999968422344e-05,0.007649014238268137,0.977157711982727,0.008752199821174145
48,0.9777873158454895,1.249999968422344e-05,0.00762949651107192,0.9775587916374207,0.008779266849160194
49,0.9779592156410217,6.24999984211172e-06,0.007568127941340208,0.977673351764679,0.00869220681488514
50,0.9780685901641846,6.24999984211172e-06,0.007552253548055887,0.9778643846511841,0.008665746077895164
51,0.9780256152153015,6.24999984211172e-06,0.007548293564468622,0.9777688384056091,0.00863963644951582
52,0.9779748320579529,6.24999984211172e-06,0.00753021240234375,0.977673351764679,0.008668062277138233
53,0.9781389236450195,3.12499992105586e-06,0.0075116087682545185,0.9778643846511841,0.008622927591204643
54,0.9780763983726501,3.12499992105586e-06,0.0075048161670565605,0.9778452515602112,0.00859477836638689
55,0.9780998229980469,3.12499992105586e-06,0.00749522028490901,0.9778643846511841,0.00860308576375246
56,0.9782053232192993,1.56249996052793e-06,0.007476789876818657,0.9778452515602112,0.008592127822339535
57,0.9781779646873474,1.56249996052793e-06,0.0074769193306565285,0.9778643846511841,0.008595612831413746
58,0.9781623482704163,1.56249996052793e-06,0.0074696531519293785,0.9779407382011414,0.008576476015150547
59,0.9781818985939026,7.81249980263965e-07,0.007464610040187836,0.9778452515602112,0.008587936870753765
60,0.978244423866272,7.81249980263965e-07,0.00746007077395916,0.977787971496582,0.00858334731310606
61,0.9782522320747375,7.81249980263965e-07,0.007459274958819151,0.9779025316238403,0.00858306884765625
62,0.9782482981681824,7.81249980263965e-07,0.007458033040165901,0.9778643846511841,0.008583961054682732
63,0.9782717227935791,3.906249901319825e-07,0.007454346399754286,0.9778643846511841,0.008581381291151047
