epoch,categorical_accuracy,learning_rate,loss,top_3_categorical_accuracy,val_categorical_accuracy,val_loss,val_top_3_categorical_accuracy,val_w_categorical_accuracy,val_w_top_3_categorical_accuracy,w_categorical_accuracy,w_top_3_categorical_accuracy
0,0.128959059715271,9.999999747378752e-05,4.043061256408691,0.21773192286491394,0.07354607433080673,3.7709858417510986,0.21217115223407745,0.07354607433080673,0.21217115223407745,0.0473104827105999,0.10566188395023346
1,0.17706845700740814,9.999999747378752e-05,3.7837584018707275,0.2901487946510315,0.12562575936317444,3.534923791885376,0.2731505334377289,0.12562575936317444,0.2731505334377289,0.08056765794754028,0.16732950508594513
2,0.1989775449037552,9.999999747378752e-05,3.677971601486206,0.32974451780319214,0.20796851813793182,3.542933702468872,0.251766562461853,0.20796851813793182,0.251766562461853,0.0975739061832428,0.19715861976146698
3,0.20732945203781128,9.999999747378752e-05,3.57381534576416,0.349105566740036,0.044786881655454636,3.319390058517456,0.457098126411438,0.044786881655454636,0.457098126411438,0.11569049954414368,0.22491170465946198
4,0.2235398292541504,9.999999747378752e-05,3.468217372894287,0.362221896648407,0.18732617795467377,3.2274115085601807,0.28083476424217224,0.18732617795467377,0.28083476424217224,0.13392777740955353,0.25019896030426025
5,0.24887865781784058,9.999999747378752e-05,3.4045326709747314,0.38127151131629944,0.22735419869422913,3.162342071533203,0.33693167567253113,0.22735419869422913,0.33693167567253113,0.14781416952610016,0.2629907429218292
6,0.27064618468284607,9.999999747378752e-05,3.3131141662597656,0.42072567343711853,0.2537030577659607,3.049152135848999,0.3481592833995819,0.2537030577659607,0.3481592833995819,0.16435280442237854,0.2963806688785553
7,0.28673118352890015,9.999999747378752e-05,3.2150652408599854,0.4236862361431122,0.2004903107881546,3.047184705734253,0.3662264943122864,0.2004903107881546,0.3662264943122864,0.17933014035224915,0.3173830509185791
8,0.29357853531837463,9.999999747378752e-05,3.1736502647399902,0.4195406138896942,0.26437443494796753,2.9127185344696045,0.37825754284858704,0.26437443494796753,0.37825754284858704,0.18788160383701324,0.3132874667644501
9,0.2950547933578491,9.999999747378752e-05,3.128032922744751,0.4276215434074402,0.2708226144313812,2.9382219314575195,0.3765888512134552,0.2708226144313812,0.3765888512134552,0.1859409362077713,0.3164002001285553
10,0.2994147539138794,9.999999747378752e-05,3.0896646976470947,0.41880857944488525,0.24482396245002747,2.8877267837524414,0.3456871509552002,0.24482396245002747,0.3456871509552002,0.1897193044424057,0.32506701350212097
11,0.3048707842826843,9.999999747378752e-05,3.080610990524292,0.42945775389671326,0.2450917810201645,2.990265369415283,0.3506314158439636,0.2450917810201645,0.3506314158439636,0.2062368094921112,0.3434761166572571
12,0.3057807981967926,9.999999747378752e-05,3.0224883556365967,0.42442235350608826,0.2712140381336212,2.880178689956665,0.3511258661746979,0.2712140381336212,0.3511258661746979,0.2043650895357132,0.3517361283302307
13,0.30953410267829895,9.999999747378752e-05,2.979761838912964,0.4322969913482666,0.27405697107315063,2.8419618606567383,0.34912753105163574,0.27405697107315063,0.34912753105163574,0.2139132171869278,0.3522128164768219
14,0.31181925535202026,9.999999747378752e-05,2.9602644443511963,0.4329521954059601,0.45077356696128845,2.6778061389923096,0.7173317670822144,0.45077356696128845,0.7173317670822144,0.21703031659126282,0.3651161789894104
15,0.3094855844974518,9.999999747378752e-05,2.940378427505493,0.44236376881599426,0.2849755883216858,2.8249878883361816,0.357841819524765,0.2849755883216858,0.357841819524765,0.21570731699466705,0.36558300256729126
16,0.31976670026779175,9.999999747378752e-05,2.8941667079925537,0.45121315121650696,0.25669023394584656,2.8955042362213135,0.3726952373981476,0.25669023394584656,0.3726952373981476,0.23178225755691528,0.3833785653114319
17,0.32165953516960144,9.999999747378752e-05,2.906193733215332,0.4619310796260834,0.29055848717689514,2.755812644958496,0.46152737736701965,0.29055848717689514,0.46152737736701965,0.2300974428653717,0.39015427231788635
18,0.34141695499420166,9.999999747378752e-06,2.8451457023620605,0.5211305022239685,0.5722790956497192,2.7233176231384277,0.7543932199478149,0.5722790956497192,0.7543932199478149,0.24492377042770386,0.40195074677467346
19,0.3767376244068146,9.999999747378752e-06,2.7842493057250977,0.5765564441680908,0.5459508299827576,2.7085649967193604,0.7521064877510071,0.5459508299827576,0.7521064877510071,0.2544599771499634,0.41622719168663025
20,0.3821127712726593,9.999999747378752e-06,2.7664079666137695,0.5841358304023743,0.6423435807228088,2.6824872493743896,0.7543107867240906,0.6423435807228088,0.7543107867240906,0.2545335590839386,0.420961856842041
21,0.39482465386390686,9.999999974752427e-07,2.755305528640747,0.5998568534851074,0.5610103011131287,2.6873388290405273,0.753836989402771,0.5610103011131287,0.753836989402771,0.25619423389434814,0.42712458968162537
