epoch,categorical_accuracy,learning_rate,loss,top_3_categorical_accuracy,val_categorical_accuracy,val_loss,val_top_3_categorical_accuracy,val_w_categorical_accuracy,val_w_top_3_categorical_accuracy,w_categorical_accuracy,w_top_3_categorical_accuracy
0,0.5612924695014954,9.999999747378752e-05,3.079738140106201,0.6812848448753357,0.7249747514724731,1.9798537492752075,0.8057312369346619,0.7249747514724731,0.8057312369346619,0.3860699236392975,0.517861008644104
1,0.8002904057502747,9.999999747378752e-05,1.9798375368118286,0.8797770738601685,0.7577511668205261,1.5532665252685547,0.857419490814209,0.7577511668205261,0.857419490814209,0.5806326270103455,0.7443229556083679
2,0.7971316576004028,9.999999747378752e-05,1.5008091926574707,0.9089298844337463,0.760820746421814,1.355741262435913,0.8721699118614197,0.760820746421814,0.8721699118614197,0.6757000684738159,0.8450724482536316
3,0.8011640310287476,9.999999747378752e-05,1.217958927154541,0.9232757091522217,0.6748728156089783,1.212064504623413,0.8859933018684387,0.6748728156089783,0.8859933018684387,0.7171682715415955,0.8855984210968018
4,0.7825875878334045,9.999999747378752e-05,1.0234858989715576,0.9329825639724731,0.6758822202682495,1.171839952468872,0.8879091739654541,0.6758822202682495,0.8879091739654541,0.763175368309021,0.9101209044456482
5,0.8107818365097046,9.999999747378752e-05,0.9070977568626404,0.9359835386276245,0.6909210681915283,1.2259029150009155,0.8937187194824219,0.6909210681915283,0.8937187194824219,0.7777306437492371,0.9203274250030518
6,0.7726826071739197,9.999999747378752e-05,0.8008116483688354,0.9378440380096436,0.7962135076522827,1.05687415599823,0.8965616822242737,0.7962135076522827,0.8965616822242737,0.7843188643455505,0.9296959638595581
7,0.7946968674659729,9.999999747378752e-05,0.7300779223442078,0.9371321797370911,0.8119115829467773,1.108380913734436,0.8963350653648376,0.8119115829467773,0.8963350653648376,0.794720470905304,0.9373494386672974
8,0.7890830636024475,9.999999747378752e-05,0.6742287278175354,0.9332656264305115,0.8057312369346619,1.0596612691879272,0.8812962174415588,0.8057312369346619,0.8812962174415588,0.8085536360740662,0.943784773349762
9,0.7997929453849792,9.999999747378752e-05,0.6254744529724121,0.9332252144813538,0.6384087800979614,1.0703761577606201,0.9013411402702332,0.6384087800979614,0.9013411402702332,0.8120521903038025,0.9481813311576843
10,0.8315989375114441,9.999999747378752e-06,0.5392313003540039,0.9377793073654175,0.8117261528968811,0.9985319972038269,0.901835560798645,0.8117261528968811,0.901835560798645,0.8309948444366455,0.9601898193359375
11,0.8531197309494019,9.999999747378752e-06,0.5266557335853577,0.932634711265564,0.8126944303512573,1.0076595544815063,0.902391791343689,0.8126944303512573,0.902391791343689,0.8335713744163513,0.9619442224502563
12,0.8453179001808167,9.999999747378752e-06,0.5205107927322388,0.9342687129974365,0.8137862682342529,1.0014874935150146,0.8869615197181702,0.8137862682342529,0.8869615197181702,0.834646463394165,0.9635321497917175
13,0.8611319065093994,9.999999747378752e-06,0.513832151889801,0.9334395527839661,0.8130858540534973,1.000675082206726,0.8869821429252625,0.8130858540534973,0.8869821429252625,0.8344834446907043,0.9630958437919617
14,0.8681976199150085,9.999999974752427e-07,0.5038610696792603,0.9326751828193665,0.813003420829773,0.9890474081039429,0.8872705698013306,0.813003420829773,0.8872705698013306,0.8381080031394958,0.9638376832008362
15,0.8682097792625427,9.999999974752427e-07,0.5028963088989258,0.9327196478843689,0.8130240440368652,0.9863677024841309,0.8872911334037781,0.8130240440368652,0.8872911334037781,0.8388174772262573,0.9639449715614319
16,0.8682785630226135,9.999999974752427e-07,0.5019522905349731,0.9327641129493713,0.8132506608963013,0.9830238819122314,0.8873323798179626,0.8132506608963013,0.8873323798179626,0.8389370441436768,0.9648717641830444
17,0.8683149218559265,9.999999974752427e-07,0.5012733340263367,0.9327560663223267,0.8131270408630371,0.9820451140403748,0.8873323798179626,0.8131270408630371,0.8873323798179626,0.8391016125679016,0.9648573398590088
18,0.8683796525001526,9.999999974752427e-07,0.5007111430168152,0.9327884316444397,0.8132506608963013,0.9802067279815674,0.8873323798179626,0.8132506608963013,0.8873323798179626,0.8390225768089294,0.9643154740333557
19,0.868424117565155,9.999999974752427e-07,0.5000206232070923,0.9328247904777527,0.8133742809295654,0.9806549549102783,0.8873117566108704,0.8133742809295654,0.8873117566108704,0.8390388488769531,0.9649251103401184
20,0.8685212135314941,9.999999974752427e-07,0.4993599057197571,0.9328369498252869,0.8136420845985413,0.9800699353218079,0.8873735666275024,0.8136420845985413,0.8873735666275024,0.8395925164222717,0.9654666781425476
21,0.8688204884529114,9.999999974752427e-07,0.49883872270584106,0.9331645369529724,0.8137038946151733,0.9803166389465332,0.8873941898345947,0.8137038946151733,0.8873941898345947,0.8400246500968933,0.9651759266853333
